cod_mun;Município;Ano;Pop;CVPatr_tx;Efetivo
3100104;Abadia dos Dourados;2000;6446;15,51;6
3100203;Abaeté;2000;22360;44,72;31
3100302;Abre Campo;2000;13348;22,48;20
3100401;Acaiaca;2000;3889;25,71;3
3100500;Açucena;2000;11489;17,41;20
3100609;Água Boa;2000;17795;0;6
3100708;Água Comprida;2000;2092;47,8;7
3100807;Aguanil;2000;3562;56,15;7
3100906;Águas Formosas;2000;17845;5,6;25
3101003;Águas Vermelhas;2000;11878;8,42;8
3101102;Aimorés;2000;25105;15,93;51
3101201;Aiuruoca;2000;6469;30,92;18
3101300;Alagoa;2000;2800;0;4
3101409;Albertina;2000;2841;70,4;6
3101508;Além Paraíba;2000;33610;29,75;56
3101607;Alfenas;2000;66957;212,08;100
3101631;Alfredo Vasconcelos;2000;5101;19,6;6
3101706;Almenara;2000;35385;39,56;99
3101805;Alpercata;2000;6966;172,27;6
3101904;Alpinópolis;2000;17031;0;18
3102001;Alterosa;2000;12976;38,53;11
3102050;Alto Caparaó;2000;4673;21,4;11
3153509;Alto Jequitibá;2000;8458;11,82;4
3102100;Alto Rio Doce;2000;13858;14,43;35
3102209;Alvarenga;2000;5212;0;6
3102308;Alvinópolis;2000;15588;25,66;18
3102407;Alvorada de Minas;2000;3527;0;4
3102506;Amparo da Serra;2000;5477;18,26;5
3102605;Andradas;2000;32968;112,23;43
3102803;Andrelândia;2000;12310;16,25;25
3102852;Angelândia;2000;7468;13,39;6
3102902;Antônio Carlos;2000;10870;0;9
3103009;Antônio Dias;2000;10044;19,91;11
3103108;Antônio Prado de Minas;2000;1794;55,74;5
3103207;Araçaí;2000;2145;46,62;6
3103306;Aracitaba;2000;2086;0;5
3103405;Araçuaí;2000;35713;42;46
3103504;Araguari;2000;101974;253,99;231
3103603;Arantina;2000;2906;34,41;5
3103702;Araponga;2000;7916;0;5
3103751;Araporã;2000;5309;244,87;16
3103801;Arapuá;2000;2744;0;7
3103900;Araújos;2000;6217;32,17;6
3104007;Araxá;2000;78997;121,52;193
3104106;Arceburgo;2000;8035;37,34;14
3104205;Arcos;2000;32687;52,01;41
3104304;Areado;2000;12228;65,42;15
3104403;Argirita;2000;3173;31,52;5
3104452;Aricanduva;2000;4255;0;3
3104502;Arinos;2000;17709;90,35;46
3104601;Astolfo Dutra;2000;11805;25,41;8
3104700;Ataléia;2000;16747;23,88;15
3104809;Augusto de Lima;2000;5159;77,53;5
3104908;Baependi;2000;17523;11,41;15
3105004;Baldim;2000;8155;12,26;9
3105103;Bambuí;2000;21697;4,61;22
3105202;Bandeira;2000;5318;0;5
3105301;Bandeira do Sul;2000;4899;20,41;6
3105400;Barão de Cocais;2000;23391;72,68;71
3105509;Barão do Monte Alto;2000;6232;16,05;6
3105608;Barbacena;2000;114126;65,72;509
3105707;Barra Longa;2000;7554;26,48;4
3105905;Barroso;2000;18359;27,23;30
3106002;Bela Vista de Minas;2000;9846;50,78;9
3106101;Belmiro Braga;2000;3427;58,36;8
3106200;Belo Horizonte;2000;2238526;1022,41;12732
3106309;Belo Oriente;2000;19516;87,11;33
3106408;Belo Vale;2000;7429;26,92;5
3106507;Berilo;2000;12979;0;6
3106655;Berizal;2000;3970;0;3
3106606;Bertópolis;2000;4436;0;6
3106705;Betim;2000;306675;787,8;659
3106804;Bias Fortes;2000;4392;68,31;6
3106903;Bicas;2000;12793;15,63;21
3107000;Biquinhas;2000;2821;0;5
3107109;Boa Esperança;2000;37074;37,76;46
3107208;Bocaina de Minas;2000;4983;20,07;12
3107307;Bocaiúva;2000;42806;91,11;39
3107406;Bom Despacho;2000;39943;30,04;280
3107505;Bom Jardim de Minas;2000;6643;120,43;10
3107604;Bom Jesus da Penha;2000;3523;0;4
3107703;Bom Jesus do Amparo;2000;4817;83,04;5
3107802;Bom Jesus do Galho;2000;16173;6,18;9
3107901;Bom Repouso;2000;10514;0;5
3108008;Bom Sucesso;2000;17064;0;21
3108107;Bonfim;2000;6866;14,56;20
3108206;Bonfinópolis de Minas;2000;6443;15,52;18
3108255;Bonito de Minas;2000;7863;0;4
3108305;Borda da Mata;2000;14439;55,41;13
3108404;Botelhos;2000;15101;26,49;16
3108503;Botumirim;2000;6834;0;4
3108552;Brasilândia de Minas;2000;11473;34,86;25
3108602;Brasília de Minas;2000;30266;6,61;27
3108701;Brás Pires;2000;5107;58,74;5
3108800;Braúnas;2000;5408;18,49;17
3108909;Brazópolis;2000;15165;6,59;4
3109006;Brumadinho;2000;26614;56,36;51
3109105;Bueno Brandão;2000;10932;18,29;10
3109204;Buenópolis;2000;10368;19,29;29
3109253;Bugre;2000;3949;25,32;5
3109303;Buritis;2000;20396;107,86;47
3109402;Buritizeiro;2000;25904;111,95;21
3109451;Cabeceira Grande;2000;5920;67,57;11
3109501;Cabo Verde;2000;13727;7,28;15
3109600;Cachoeira da Prata;2000;3780;26,46;6
3109709;Cachoeira de Minas;2000;10555;47,37;7
3102704;Cachoeira de Pajeú;2000;8523;11,73;5
3109808;Cachoeira Dourada;2000;2305;43,38;6
3109907;Caetanópolis;2000;8571;23,33;7
3110004;Caeté;2000;36299;85,4;57
3110103;Caiana;2000;4367;0;4
3110202;Cajuri;2000;4190;23,87;5
3110301;Caldas;2000;12766;31,33;16
3110400;Camacho;2000;3533;28,3;4
3110509;Camanducaia;2000;20537;87,65;30
3110608;Cambuí;2000;22969;69,66;33
3110707;Cambuquira;2000;12538;31,9;13
3110806;Campanário;2000;3419;146,24;7
3110905;Campanha;2000;14098;28,37;19
3111002;Campestre;2000;20553;14,6;18
3111101;Campina Verde;2000;19100;47,12;31
3111150;Campo Azul;2000;3574;0;4
3111200;Campo Belo;2000;49187;81,32;72
3111309;Campo do Meio;2000;11436;26,23;8
3111408;Campo Florido;2000;5328;131,38;13
3111507;Campos Altos;2000;12819;93,61;21
3111606;Campos Gerais;2000;26541;37,68;23
3111705;Canaã;2000;4789;62,64;5
3111804;Canápolis;2000;10633;131,67;15
3111903;Cana Verde;2000;5664;35,31;7
3112000;Candeias;2000;14461;27,66;13
3112059;Cantagalo;2000;3838;0;5
3112109;Caparaó;2000;5000;40;4
3112208;Capela Nova;2000;4964;0;6
3112307;Capelinha;2000;31231;9,61;43
3112406;Capetinga;2000;7424;13,47;15
3112505;Capim Branco;2000;7900;12,66;9
3112604;Capinópolis;2000;14403;62,49;22
3112653;Capitão Andrade;2000;4306;23,22;5
3112703;Capitão Enéas;2000;13113;7,63;7
3112802;Capitólio;2000;7737;25,85;12
3112901;Caputira;2000;8834;22,64;4
3113008;Caraí;2000;20981;19,06;9
3113107;Caranaíba;2000;3478;0;5
3113206;Carandaí;2000;21057;9,5;39
3113305;Carangola;2000;31921;43,86;70
3113404;Caratinga;2000;77789;64,28;140
3113503;Carbonita;2000;8967;11,15;5
3113602;Careaçu;2000;5810;51,64;4
3113701;Carlos Chagas;2000;21994;81,84;34
3113800;Carmésia;2000;2246;0;4
3113909;Carmo da Cachoeira;2000;11600;43,1;10
3114006;Carmo da Mata;2000;10400;28,85;10
3114105;Carmo de Minas;2000;12545;23,91;10
3114204;Carmo do Cajuru;2000;17157;34,97;39
3114303;Carmo do Paranaíba;2000;29460;67,89;49
3114402;Carmo do Rio Claro;2000;19732;25,34;30
3114501;Carmópolis de Minas;2000;14348;125,45;21
3114550;Carneirinho;2000;8910;11,22;20
3114600;Carrancas;2000;3887;0;6
3114709;Carvalhópolis;2000;3089;0;6
3114808;Carvalhos;2000;4733;21,13;4
3114907;Casa Grande;2000;2264;0;5
3115003;Cascalho Rico;2000;2622;114,42;6
3115102;Cássia;2000;17278;40,51;29
3115300;Cataguases;2000;63980;96,91;86
3115359;Catas Altas;2000;4241;0;8
3115409;Catas Altas da Noruega;2000;3288;60,83;5
3115458;Catuji;2000;7332;40,92;7
3115474;Catuti;2000;5337;0;4
3115508;Caxambu;2000;22129;63,27;38
3115607;Cedro do Abaeté;2000;1289;0;4
3115706;Central de Minas;2000;6548;15,27;7
3115805;Centralina;2000;10236;68,39;13
3115904;Chácara;2000;2370;42,19;13
3116001;Chalé;2000;5663;0;4
3116100;Chapada do Norte;2000;15225;6,57;4
3116159;Chapada Gaúcha;2000;7270;13,76;4
3116209;Chiador;2000;2958;67,61;8
3116308;Cipotânea;2000;6345;0;5
3116407;Claraval;2000;4242;23,57;8
3116506;Claro dos Poções;2000;8193;12,21;8
3116605;Cláudio;2000;22522;97,68;26
3116704;Coimbra;2000;6523;0;5
3116803;Coluna;2000;9369;0;5
3116902;Comendador Gomes;2000;2842;70,37;5
3117009;Comercinho;2000;10204;0;5
3117108;Conceição da Aparecida;2000;9372;32,01;7
3115201;Conceição da Barra de Minas;2000;4021;24,87;5
3117306;Conceição das Alagoas;2000;17156;145,72;3
3117207;Conceição das Pedras;2000;2714;0;29
3117405;Conceição de Ipanema;2000;4377;0;4
3117504;Conceição do Mato Dentro;2000;18637;5,37;25
3117603;Conceição do Pará;2000;4793;62,59;6
3117702;Conceição do Rio Verde;2000;12273;16,3;8
3117801;Conceição dos Ouros;2000;8929;0;5
3117836;Cônego Marinho;2000;6477;15,44;5
3117876;Confins;2000;4880;0;25
3117900;Congonhal;2000;8726;0;5
3118007;Congonhas;2000;41256;43,63;60
3118106;Congonhas do Norte;2000;4897;0;3
3118205;Conquista;2000;6101;16,39;11
3118304;Conselheiro Lafaiete;2000;102836;62,24;227
3118403;Conselheiro Pena;2000;21734;23,01;42
3118502;Consolação;2000;1699;0;4
3118601;Contagem;2000;538017;1120,04;1709
3118700;Coqueiral;2000;9612;20,81;8
3118809;Coração de Jesus;2000;25729;19,43;28
3118908;Cordisburgo;2000;8522;11,73;8
3119005;Cordislândia;2000;3359;0;4
3119104;Corinto;2000;24546;65,18;25
3119203;Coroaci;2000;10802;18,52;10
3119302;Coromandel;2000;27452;80,14;46
3119401;Coronel Fabriciano;2000;97451;145,71;149
3119500;Coronel Murta;2000;9134;10,95;6
3119609;Coronel Pacheco;2000;2900;0;7
3119708;Coronel Xavier Chaves;2000;3185;0;5
3119807;Córrego Danta;2000;3674;54,44;10
3119906;Córrego do Bom Jesus;2000;3827;78,39;4
3119955;Córrego Fundo;2000;5179;57,93;7
3120003;Córrego Novo;2000;3638;54,98;4
3120102;Couto de Magalhães de Minas;2000;4007;24,96;5
3120151;Crisólita;2000;5298;18,88;5
3120201;Cristais;2000;9518;10,51;10
3120300;Cristália;2000;5583;0;4
3120409;Cristiano Otoni;2000;4905;40,77;6
3120508;Cristina;2000;10339;19,34;9
3120607;Crucilândia;2000;4477;44,67;10
3120706;Cruzeiro da Fortaleza;2000;3720;0;9
3120805;Cruzília;2000;13765;14,53;9
3120839;Cuparaque;2000;4367;0;5
3120870;Curral de Dentro;2000;5973;33,48;7
3120904;Curvelo;2000;67512;54,81;222
3121001;Datas;2000;5040;19,84;4
3121100;Delfim Moreira;2000;8032;0;7
3121209;Delfinópolis;2000;6577;30,41;7
3121258;Delta;2000;5065;157,95;15
3121308;Descoberto;2000;4531;0;6
3121407;Desterro de Entre Rios;2000;6807;14,69;4
3121506;Desterro do Melo;2000;3211;0;3
3121605;Diamantina;2000;44259;13,56;240
3121704;Diogo de Vasconcelos;2000;3972;50,35;2
3121803;Dionísio;2000;10191;9,81;8
3121902;Divinésia;2000;3188;0;5
3122009;Divino;2000;18420;38;23
3122108;Divino das Laranjeiras;2000;4965;20,14;10
3122207;Divinolândia de Minas;2000;6434;0;5
3122306;Divinópolis;2000;183962;139,16;380
3122355;Divisa Alegre;2000;4815;41,54;12
3122405;Divisa Nova;2000;5539;0;7
3122454;Divisópolis;2000;6480;15,43;6
3122470;Dom Bosco;2000;4055;0;8
3122504;Dom Cavati;2000;5473;146,17;5
3122603;Dom Joaquim;2000;4698;0;4
3122702;Dom Silvério;2000;5228;0;7
3122801;Dom Viçoso;2000;3034;0;4
3122900;Dona Euzébia;2000;5362;55,95;21
3123007;Dores de Campos;2000;8349;0;8
3123106;Dores de Guanhães;2000;5380;0;13
3123205;Dores do Indaiá;2000;14388;20,85;21
3123304;Dores do Turvo;2000;4799;0;5
3123403;Doresópolis;2000;1350;0;5
3123502;Douradoquara;2000;1785;0;5
3123528;Durandé;2000;7005;14,28;4
3123601;Elói Mendes;2000;21947;36,45;17
3123700;Engenheiro Caldas;2000;9347;53,49;12
3123809;Engenheiro Navarro;2000;7085;0;4
3123858;Entre Folhas;2000;5054;59,36;3
3123908;Entre Rios de Minas;2000;13114;53,38;21
3124005;Ervália;2000;17018;11,75;22
3124104;Esmeraldas;2000;47090;157,15;61
3124203;Espera Feliz;2000;20528;34,1;32
3124302;Espinosa;2000;30978;35,51;29
3124401;Espírito Santo do Dourado;2000;4162;48,05;4
3124500;Estiva;2000;10366;38,59;6
3124609;Estrela D' Alva;2000;2674;0;4
3124708;Estrela do Indaiá;2000;3597;55,6;4
3124807;Estrela do Sul;2000;6883;116,23;10
3124906;Eugenópolis;2000;9766;40,96;14
3125002;Ewbank da Câmara;2000;3608;27,72;5
3125101;Extrema;2000;19219;114,47;31
3125200;Fama;2000;2353;85;7
3125309;Faria Lemos;2000;3606;27,73;5
3125408;Felício dos Santos;2000;5729;0;4
3125606;Felisburgo;2000;6241;0;7
3125705;Felixlândia;2000;12784;15,64;8
3125804;Fernandes Tourinho;2000;2563;0;6
3125903;Ferros;2000;12331;16,22;27
3125952;Fervedouro;2000;9671;82,72;7
3126000;Florestal;2000;5647;53,13;21
3126109;Formiga;2000;62907;66,77;119
3126208;Formoso;2000;6522;15,33;7
3126307;Fortaleza de Minas;2000;3759;26,6;5
3126406;Fortuna de Minas;2000;2437;123,1;7
3126505;Francisco Badaró;2000;10309;9,7;3
3126604;Francisco Dumont;2000;4488;44,56;4
3126752;Franciscópolis;2000;6426;0;5
3126703;Francisco Sá;2000;23562;33,95;27
3126802;Frei Gaspar;2000;5975;0;7
3126901;Frei Inocêncio;2000;8176;110,08;18
3126950;Frei Lagonegro;2000;3191;0;5
3127008;Fronteira;2000;9024;88,65;22
3127057;Fronteira dos Vales;2000;4902;0;6
3127073;Fruta de Leite;2000;6777;0;3
3127107;Frutal;2000;46566;105,23;122
3127206;Funilândia;2000;3281;30,48;6
3127305;Galiléia;2000;7241;13,81;22
3127339;Gameleiras;2000;5263;0;4
3127354;Glaucilândia;2000;2767;108,42;4
3127370;Goiabeira;2000;2715;0;5
3127388;Goianá;2000;3323;60,19;7
3127404;Gonçalves;2000;4123;72,76;4
3127503;Gonzaga;2000;5713;0;4
3127602;Gouveia;2000;11689;8,56;7
3127701;Governador Valadares;2000;247131;409,5;1223
3127800;Grão Mogol;2000;14224;0;16
3127909;Grupiara;2000;1376;0;5
3128006;Guanhães;2000;27828;35,94;53
3128105;Guapé;2000;13620;14,68;17
3128204;Guaraciaba;2000;10262;9,74;6
3128253;Guaraciama;2000;4469;0;4
3128303;Guaranésia;2000;18628;21,47;16
3128402;Guarani;2000;8520;11,74;18
3128501;Guarará;2000;4166;48,01;5
3128600;Guarda-Mor;2000;6656;45,07;8
3128709;Guaxupé;2000;47036;40,39;64
3128808;Guidoval;2000;7490;0;6
3128907;Guimarânia;2000;6384;15,66;9
3129004;Guiricema;2000;9259;10,8;6
3129103;Gurinhatã;2000;6883;58,11;11
3129202;Heliodora;2000;5657;70,71;5
3129301;Iapu;2000;9718;30,87;6
3129400;Ibertioga;2000;5140;0;5
3129509;Ibiá;2000;21044;99,79;30
3129608;Ibiaí;2000;7251;27,58;6
3129657;Ibiracatu;2000;6534;15,3;4
3129707;Ibiraci;2000;10229;58,66;15
3129806;Ibirité;2000;133044;768,92;270
3129905;Ibitiúra de Minas;2000;3301;60,59;6
3130002;Ibituruna;2000;2755;0;5
3130051;Icaraí de Minas;2000;9315;0;4
3130101;Igarapé;2000;24838;205,33;68
3130200;Igaratinga;2000;7355;67,98;8
3130309;Iguatama;2000;8269;24,19;13
3130408;Ijaci;2000;5064;0;8
3130507;Ilicínea;2000;10532;9,49;8
3130556;Imbé de Minas;2000;5911;0;4
3130606;Inconfidentes;2000;6479;61,74;6
3130655;Indaiabira;2000;7425;0;3
3130705;Indianópolis;2000;5387;204,2;7
3130804;Ingaí;2000;2494;0;5
3130903;Inhapim;2000;24895;36,15;30
3131000;Inhaúma;2000;5195;77;6
3131109;Inimutaba;2000;6116;0;7
3131158;Ipaba;2000;14531;27,53;24
3131208;Ipanema;2000;16286;30,7;31
3131307;Ipatinga;2000;212496;200;773
3131406;Ipiaçu;2000;4026;49,68;9
3131505;Ipuiúna;2000;8958;0;7
3131604;Iraí de Minas;2000;5903;50,82;6
3131703;Itabira;2000;98322;127,13;282
3131802;Itabirinha;2000;9809;0;7
3131901;Itabirito;2000;37901;81,79;39
3132008;Itacambira;2000;4558;0;4
3132107;Itacarambi;2000;17455;22,92;11
3132206;Itaguara;2000;11302;70,78;26
3132305;Itaipé;2000;10751;18,6;7
3132404;Itajubá;2000;84135;57,05;159
3132503;Itamarandiba;2000;29400;30,61;22
3132602;Itamarati de Minas;2000;3791;52,76;5
3132701;Itambacuri;2000;22668;70,58;39
3132800;Itambé do Mato Dentro;2000;2582;0;5
3132909;Itamogi;2000;10723;55,95;11
3133006;Itamonte;2000;12197;8,2;23
3133105;Itanhandu;2000;12915;23,23;19
3133204;Itanhomi;2000;11572;17,28;23
3133303;Itaobim;2000;21271;51,71;40
3133402;Itapagipe;2000;11832;76,06;23
3133501;Itapecerica;2000;21235;28,26;24
3133600;Itapeva;2000;7361;81,51;6
3133709;Itatiaiuçu;2000;8517;105,67;13
3133758;Itaú de Minas;2000;13691;21,91;13
3133808;Itaúna;2000;76862;122,3;106
3133907;Itaverava;2000;6388;0;5
3134004;Itinga;2000;13894;28,79;6
3134103;Itueta;2000;5641;0;7
3134202;Ituiutaba;2000;89091;133,57;221
3134301;Itumirim;2000;6391;15,65;13
3134400;Iturama;2000;28814;31,23;104
3134509;Itutinga;2000;4140;24,15;7
3134608;Jaboticatubas;2000;13530;59,13;22
3134707;Jacinto;2000;12087;16,55;15
3134806;Jacuí;2000;7389;13,53;7
3134905;Jacutinga;2000;19004;94,72;18
3135001;Jaguaraçu;2000;2855;0;4
3135050;Jaíba;2000;27287;32,98;27
3135076;Jampruca;2000;4716;42,41;6
3135100;Janaúba;2000;61651;204,38;111
3135209;Januária;2000;63605;66,03;146
3135308;Japaraíba;2000;3473;0;4
3135357;Japonvar;2000;8121;0;4
3135407;Jeceaba;2000;6109;49,11;5
3135456;Jenipapo de Minas;2000;6490;0;4
3135506;Jequeri;2000;13658;0;20
3135605;Jequitaí;2000;8750;0;7
3135704;Jequitibá;2000;5171;19,34;6
3135803;Jequitinhonha;2000;22902;13,1;38
3135902;Jesuânia;2000;4823;20,73;4
3136009;Joaíma;2000;14555;20,61;8
3136108;Joanésia;2000;6617;60,45;6
3136207;João Monlevade;2000;66690;152,95;132
3136306;João Pinheiro;2000;41368;67,69;87
3136405;Joaquim Felício;2000;3872;51,65;5
3136504;Jordânia;2000;9865;10,14;6
3136520;José Gonçalves de Minas;2000;4696;0;3
3136579;Josenópolis;2000;4253;0;5
3136553;José Raydan;2000;3647;27,42;4
3136652;Juatuba;2000;16389;494,23;43
3136702;Juiz de Fora;2000;456796;260,73;1570
3136801;Juramento;2000;3901;25,63;5
3136900;Juruaia;2000;7680;0;5
3136959;Juvenília;2000;7148;0;4
3137007;Ladainha;2000;15832;12,63;8
3137106;Lagamar;2000;7710;25,94;11
3137205;Lagoa da Prata;2000;38758;20,64;47
3137304;Lagoa dos Patos;2000;4454;22,45;5
3137403;Lagoa Dourada;2000;11486;0;7
3137502;Lagoa Formosa;2000;16293;12,28;16
3137536;Lagoa Grande;2000;7610;144,55;11
3137601;Lagoa Santa;2000;37872;232,36;67
3137700;Lajinha;2000;19528;40,97;26
3137809;Lambari;2000;18249;49,32;20
3137908;Lamim;2000;3587;0;6
3138005;Laranjal;2000;6126;48,97;8
3138104;Lassance;2000;6554;15,26;6
3138203;Lavras;2000;78772;82,52;361
3138302;Leandro ferreira;2000;3227;30,99;4
3138351;Leme do Prado;2000;4736;0;3
3138401;Leopoldina;2000;50097;83,84;65
3138500;Liberdade;2000;5792;69,06;5
3138609;Lima Duarte;2000;15708;31,83;35
3138625;Limeira do Oeste;2000;6170;64,83;9
3138658;Lontra;2000;7640;0;4
3138674;Luisburgo;2000;6297;63,52;4
3138682;Luislândia;2000;6121;0;4
3138708;Luminárias;2000;5482;0;6
3138807;Luz;2000;16833;83,17;30
3139003;Machado;2000;34877;71,68;41
3139102;Madre de Deus de Minas;2000;4734;0;7
3139201;Malacacheta;2000;19250;20,78;30
3139250;Mamonas;2000;6138;0;4
3139300;Manga;2000;21959;63,76;23
3139409;Manhuaçu;2000;67123;87,9;260
3139508;Manhumirim;2000;20025;44,94;46
3139607;Mantena;2000;26872;48,38;63
3139706;Maravilhas;2000;6232;16,05;6
3139805;Mar de Espanha;2000;10567;47,32;29
3139904;Maria da Fé;2000;14607;13,69;9
3140001;Mariana;2000;46710;109,18;47
3140100;Marilac;2000;4424;22,6;7
3140159;Mário Campos;2000;10535;113,91;29
3140209;Maripá de Minas;2000;2594;0;5
3140308;Marliéria;2000;4044;24,73;31
3140407;Marmelópolis;2000;3293;0;4
3140506;Martinho Campos;2000;11817;67,7;34
3140530;Martins Soares;2000;5685;158,31;4
3140555;Mata Verde;2000;7085;0;5
3140605;Materlândia;2000;4846;0;3
3140704;Mateus Leme;2000;24144;273,36;59
3171501;Mathias Lobato;2000;3642;0;3
3140803;Matias Barbosa;2000;12323;32,46;6
3140852;Matias Cardoso;2000;8600;11,63;40
3140902;Matipó;2000;16291;42,97;19
3141009;Mato Verde;2000;13185;53,09;7
3141108;Matozinhos;2000;30164;135,92;38
3141207;Matutina;2000;3838;26,06;8
3138906;Maxacalis;2000;6917;28,91;6
3141306;Medeiros;2000;3038;0;3
3141405;Medina;2000;21641;9,24;23
3141504;Mendes Pimentel;2000;6286;15,91;6
3141603;Mercês;2000;10061;19,88;12
3141702;Mesquita;2000;6771;44,31;6
3141801;Minas Novas;2000;30646;3,26;22
3141900;Minduri;2000;3834;26,08;4
3142007;Mirabela;2000;12552;7,97;20
3142106;Miradouro;2000;9770;40,94;13
3142205;Miraí;2000;12479;0;13
3142254;Miravânia;2000;4187;0;4
3142304;Moeda;2000;4469;89,51;5
3142403;Moema;2000;6513;61,42;8
3142502;Monjolos;2000;2579;0;5
3142601;Monsenhor Paulo;2000;7615;13,13;6
3142700;Montalvânia;2000;16031;12,48;11
3142809;Monte Alegre de Minas;2000;18006;149,95;29
3142908;Monte Azul;2000;23832;8,39;15
3143005;Monte Belo;2000;13142;30,44;10
3143104;Monte Carmelo;2000;43899;116,18;65
3143153;Monte Formoso;2000;4411;22,67;6
3143203;Monte Santo de Minas;2000;21212;14,14;26
3143302;Montes Claros;2000;306947;402,35;951
3143401;Monte Sião;2000;18195;16,49;20
3143450;Montezuma;2000;6573;30,43;5
3143500;Morada Nova de Minas;2000;7606;13,15;23
3143609;Morro da Garça;2000;2960;101,35;5
3143708;Morro do Pilar;2000;3735;0;3
3143807;Munhoz;2000;6656;15,02;4
3143906;Muriaé;2000;92101;143,32;176
3144003;Mutum;2000;26693;3,75;31
3144102;Muzambinho;2000;20589;43,71;24
3144201;Nacip Raydan;2000;3122;0;4
3144300;Nanuque;2000;41619;158,58;82
3144359;Naque;2000;5601;35,71;7
3144375;Natalândia;2000;3293;30,37;7
3144409;Natércia;2000;4644;0;5
3144508;Nazareno;2000;7240;0;7
3144607;Nepomuceno;2000;24822;28,2;18
3144656;Ninheira;2000;9356;32,06;4
3144672;Nova Belém;2000;4495;0;5
3144706;Nova Era;2000;17754;67,59;31
3144805;Nova Lima;2000;64387;205,01;186
3144904;Nova Módica;2000;4100;0;6
3145000;Nova Ponte;2000;9492;231,77;38
3145059;Nova Porteirinha;2000;7389;148,87;8
3145109;Nova Resende;2000;13887;0;10
3145208;Nova Serrana;2000;37447;186,93;62
3136603;Nova União;2000;5427;18,43;25
3145307;Novo Cruzeiro;2000;30453;9,85;33
3145356;Novo Oriente de Minas;2000;9974;10,03;6
3145372;Novorizonte;2000;4610;0;3
3145406;Olaria;2000;2304;0;6
3145455;Olhos D' Água;2000;4284;0;3
3145505;Olímpio Noronha;2000;2247;0;4
3145604;Oliveira;2000;37250;64,43;60
3145703;Oliveira Fortes;2000;2145;0;6
3145802;Onça do Pitangui;2000;2985;100,5;4
3145851;Oratórios;2000;4359;0;4
3145877;Orizânia;2000;6457;30,97;3
3145901;Ouro Branco;2000;30383;62,53;40
3146008;Ouro Fino;2000;29416;54,39;38
3146107;Ouro Preto;2000;66277;162,95;106
3146206;Ouro Verde de Minas;2000;6223;0;6
3146255;Padre Carvalho;2000;5227;19,13;5
3146305;Padre Paraíso;2000;17475;40,06;11
3146404;Paineiras;2000;4895;0;5
3146503;Pains;2000;7798;12,82;10
3146552;Pai Pedro;2000;5832;17,15;4
3146602;Paiva;2000;1622;0;5
3146701;Palma;2000;6561;0;11
3146750;Palmópolis;2000;8886;0;4
3146909;Papagaios;2000;12472;40,09;16
3147006;Paracatu;2000;75216;94,39;167
3147105;Pará de Minas;2000;73007;120,54;107
3147204;Paraguaçu;2000;18942;63,35;17
3147303;Paraisópolis;2000;17498;5,71;31
3147402;Paraopeba;2000;20383;68,68;30
3147501;Passabém;2000;1946;0;4
3147600;Passa Quatro;2000;14855;26,93;18
3147709;Passa Tempo;2000;8480;23,58;8
3147808;Passa Vinte;2000;2164;0;4
3147907;Passos;2000;97211;103,9;257
3147956;Patis;2000;5164;19,36;4
3148004;Patos de Minas;2000;123881;130,77;420
3148103;Patrocínio;2000;73130;124,44;131
3148202;Patrocínio do Muriaé;2000;4861;102,86;6
3148301;Paula Cândido;2000;9037;22,13;4
3148400;Paulistas;2000;5113;0;4
3148509;Pavão;2000;8912;11,22;5
3148608;Peçanha;2000;17183;0;21
3148707;Pedra Azul;2000;23608;8,47;32
3148756;Pedra Bonita;2000;6237;32,07;6
3148806;Pedra do Anta;2000;3925;0;5
3148905;Pedra do Indaiá;2000;3814;52,44;5
3149002;Pedra Dourada;2000;1822;0;3
3149101;Pedralva;2000;12009;8,33;16
3149150;Pedras de Maria da Cruz;2000;8871;33,82;4
3149200;Pedrinópolis;2000;3361;59,51;5
3149309;Pedro Leopoldo;2000;53957;183,48;57
3149408;Pedro Teixeira;2000;1787;0;6
3149507;Pequeri;2000;3016;33,16;6
3149606;Pequi;2000;3717;26,9;6
3149705;Perdigão;2000;5707;0;8
3149804;Perdizes;2000;12364;32,35;27
3149903;Perdões;2000;18736;48,04;33
3149952;Periquito;2000;7445;0;8
3150000;Pescador;2000;4037;24,77;5
3150109;Piau;2000;3008;33,24;7
3150158;Piedade de Caratinga;2000;5347;37,4;4
3150208;Piedade de Ponte Nova;2000;4029;49,64;4
3150307;Piedade do Rio Grande;2000;5063;19,75;7
3150406;Piedade dos Gerais;2000;4274;0;10
3150505;Pimenta;2000;7824;38,34;10
3150539;Pingo D' Água;2000;3820;26,18;4
3150570;Pintópolis;2000;6949;0;4
3150604;Piracema;2000;6509;0;7
3150703;Pirajuba;2000;2741;182,42;6
3150802;Piranga;2000;17010;0;20
3150901;Piranguçu;2000;4974;0;5
3151008;Piranguinho;2000;7399;13,52;9
3151107;Pirapetinga;2000;10034;9,97;13
3151206;Pirapora;2000;50300;212,72;121
3151305;Piraúba;2000;11140;0;8
3151404;Pitangui;2000;22269;94,3;28
3151503;Piumhi;2000;28783;59,06;59
3151602;Planura;2000;8297;120,53;29
3151701;Poço Fundo;2000;15148;19,8;10
3151800;Poços de Caldas;2000;135627;168,11;286
3151909;Pocrane;2000;9851;10,15;4
3152006;Pompéu;2000;26089;72,83;30
3152105;Ponte Nova;2000;55303;65,1;101
